Image,Object ID,Object type,Name,Classification,Parent,ROI,Centroid X µm,Centroid Y µm,Area µm^2,Perimeter µm
MDB0000530-P28-Ova-106_s55.tif,88296fb5-9a53-4fe0-a3d0-75617c2e3b19,Annotation,,Other,Annotation (Other),Geometry,1339673.6,963351.4,7194396.2,31389.5
MDB0000530-P28-Ova-106_s55.tif,ab8e8e99-2f1e-42f3-9811-13f0038d6b48,Annotation,,Artifact,Annotation (Artifact),Polygon,1315986.2,965326.9,1316283869.7,180653.5
MDB0000530-P28-Ova-106_s55.tif,b2336c1b-6c5e-4ef7-88c7-b691bc557bce,Annotation,,Artifact,Annotation (Artifact),Polygon,1315986.2,965326.9,1316283869.7,180653.5
MDB0000530-P28-Ova-106_s55.tif,af964abb-a1af-4bb9-93b7-d7f45ee5100a,Annotation,,Transitional Primordial,Annotation (Artifact),Polygon,1347728.7,959673.1,62226.1,1204.5
MDB0000530-P28-Ova-106_s55.tif,cc7772f1-9b64-4980-81c1-60c77df11629,Annotation,,Other,Annotation (Artifact),Geometry,1339673.6,963351.4,7194396.2,31389.5
MDB0000530-P28-Ova-106_s55.tif,9364fc17-dea0-45b1-900f-b9756ab39f32,Annotation,,Artifact,Annotation (Artifact),Polygon,1315986.2,965326.9,1316283869.7,180653.5
MDB0000530-P28-Ova-106_s55.tif,3b70a40b-f6bf-45be-9eba-a6cfbc7fa04d,Annotation,,Transitional Primordial,Root object (Image),Polygon,1156948.8,1268469.5,1663318914.4,146948.5
MDB0000530-P28-Ova-106_s55.tif,df279c76-1765-4327-b5be-be170917ce6f,Annotation,,Stroma,Annotation (Transitional Primordial),Geometry,1159347.8,1263378.4,143847275.2,236986.4
MDB0000530-P28-Ova-106_s55.tif,7c7eda5d-5cd1-4d85-9ca6-2329d4ddb9dc,Annotation,,Stroma,Annotation (Stroma),Geometry,1159347.8,1263378.4,143847275.2,236986.4
MDB0000530-P28-Ova-106_s55.tif,a7491946-da5d-4598-bc48-7fbadabbbd20,Annotation,,Primordial,Annotation (Transitional Primordial),Geometry,1139708.6,1265297.4,11947407.4,22577.8
MDB0000530-P28-Ova-106_s55.tif,0d2efaed-73ed-4b3f-a77a-99b73db1f6b5,Annotation,,Primordial,Annotation (Primordial),Geometry,1139708.6,1265297.4,11947407.4,22577.8
MDB0000530-P28-Ova-106_s55.tif,ab7e1c63-c4f2-4aa1-a109-ea2f0dbb8f9d,Annotation,,Transitional Primordial,Annotation (Transitional Primordial),Geometry,1156857.1,1268980.5,1507526358.7,349057.4
MDB0000530-P28-Ova-106_s55.tif,97cfae77-9a3e-4eab-8c3e-13c84d5b0c6f,Annotation,,Transitional Primordial,Annotation (Transitional Primordial),Geometry,1156857.1,1268980.5,1507526358.7,349057.4
MDB0000530-P28-Ova-106_s55.tif,76516f91-19d5-421a-83dc-8fb1e58b1d0a,Annotation,,Stroma,Annotation (Transitional Primordial),Geometry,1159347.8,1263378.4,143847275.2,236986.4
MDB0000530-P28-Ova-106_s55.tif,60495fd5-3576-42cb-aec0-74680a44eab0,Annotation,,Primordial,Annotation (Transitional Primordial),Geometry,1139708.6,1265297.4,11947407.4,22577.8
MDB0000530-P28-Ova-106_s55.tif,f951b1f0-5c8a-4ca0-b49e-869f88adbc5f,Annotation,,Transitional Primordial,Annotation (Transitional Primordial),Geometry,1156857.1,1268980.5,1507526358.7,349057.4
MDB0000530-P28-Ova-106_s55.tif,e98a514c-c91a-4184-b09d-52193bbfb16d,Annotation,,Transitional Primordial,Root object (Image),Polygon,2177886.5,1539126.4,4555322430.6,253443.7
MDB0000530-P28-Ova-106_s55.tif,8e23b9cb-ac90-426f-89bc-313359d46f03,Annotation,,Stroma,Annotation (Transitional Primordial),Geometry,2178032.4,1521142.5,569410017,473762.9
MDB0000530-P28-Ova-106_s55.tif,1609974d-64bb-4e8a-9011-c09bfdfa0c2e,Annotation,,Stroma,Annotation (Stroma),Geometry,2178032.4,1521142.5,569410017,473762.9
MDB0000530-P28-Ova-106_s55.tif,39fdb677-e625-4259-a64e-7233cfb4fa09,Annotation,,Transitional Primordial,Annotation (Transitional Primordial),Geometry,2177901.9,1541674.2,3979938406,569077.6
MDB0000530-P28-Ova-106_s55.tif,e1988071-8545-4d76-bd18-f171695e8576,Annotation,,Transitional Primordial,Annotation (Transitional Primordial),Geometry,2177901.9,1541674.2,3979938406,569077.6
MDB0000530-P28-Ova-106_s55.tif,2a8a3608-ce64-4408-b443-4ed0c928defb,Annotation,,Primordial,Annotation (Transitional Primordial),Rectangle,2154061.1,1555750,5973703.7,11288.9
MDB0000530-P28-Ova-106_s55.tif,4eed7e73-a6a3-49a9-8fd9-ae47f6ebc361,Annotation,,Primordial,Annotation (Primordial),Rectangle,2154061.1,1555750,5973703.7,11288.9
MDB0000530-P28-Ova-106_s55.tif,be842835-b51a-4c2a-b115-efbd84afc713,Annotation,,Stroma,Annotation (Transitional Primordial),Geometry,2178032.4,1521142.5,569410017,473762.9
MDB0000530-P28-Ova-106_s55.tif,72d8326e-a0e2-4e0e-9ab9-14f9fd7d0224,Annotation,,Transitional Primordial,Annotation (Transitional Primordial),Geometry,2177901.9,1541674.2,3979938406,569077.6
MDB0000530-P28-Ova-106_s55.tif,6e3af5b1-4aeb-436e-b84a-45167dff3631,Annotation,,Primordial,Annotation (Transitional Primordial),Rectangle,2154061.1,1555750,5973703.7,11288.9
MDB0000530-P28-Ova-106_s55.tif,c4282205-4fe0-4e16-8d81-d24cba9a494b,Annotation,,Stroma,Root object (Image),Polygon,1402587.3,1061470.7,1854486264.5,156907.1
